,drone1_x,drone1_y,drone1_z,drone2_x,drone2_y,drone2_z,drone3_x,drone3_y,drone3_z,drone4_x,drone4_y,drone4_z
0,1.36044311523,1.42620503902,0.538864970207,0.284098058939,1.47525048256,0.543488621712,1.37917923927,0.512012004852,0.550786614418,0.340611547232,0.510073304176,0.535423099995
1,1.35212481022,1.42877483368,0.52891087532,0.289477258921,1.47940587997,0.542667984962,1.37663662434,0.508194446564,0.549920380116,0.337746739388,0.511181533337,0.536618292332
2,1.36022734642,1.42648994923,0.535389840603,0.296301096678,1.48586547375,0.540706813335,1.37683081627,0.506397306919,0.547902166843,0.33665317297,0.512757956982,0.535436630249
3,1.36613941193,1.43517613411,0.530034005642,0.306855350733,1.49795794487,0.537548661232,1.38192927837,0.508218228817,0.544485926628,0.33989238739,0.515245139599,0.531693041325
4,1.37497746944,1.44747495651,0.523676455021,0.317093938589,1.51202237606,0.533933341503,1.39196324348,0.51389092207,0.540990114212,0.347080886364,0.517776250839,0.527357041836
5,1.39116430283,1.46895563602,0.51544880867,0.332946807146,1.53420102596,0.529546022415,1.40741384029,0.523203730583,0.536980330944,0.357632040977,0.521050333977,0.522913575172
6,1.41311645508,1.49616503716,0.508200109005,0.351793527603,1.56184673309,0.524936676025,1.4298542738,0.536653399467,0.532372653484,0.373405456543,0.525448322296,0.517292737961
7,1.4366517067,1.52346301079,0.503256678581,0.370978504419,1.59037852287,0.521009266376,1.45377361774,0.550915122032,0.527540743351,0.39029109478,0.530331850052,0.512263894081
8,1.46607589722,1.55529165268,0.498985946178,0.39446079731,1.62479269505,0.516292572021,1.48281466961,0.567621529102,0.52181237936,0.411290079355,0.536737501621,0.506945192814
9,1.4942855835,1.58397912979,0.49591550231,0.417420357466,1.65732824802,0.512217998505,1.51136505604,0.582274436951,0.516285955906,0.431662291288,0.543279886246,0.502157092094
10,1.5263812542,1.61470353603,0.493092656136,0.444638550282,1.69387841225,0.508317887783,1.54367887974,0.59820741415,0.511373460293,0.454828292131,0.552049577236,0.497088074684
11,1.55507230759,1.64070427418,0.490986287594,0.469928562641,1.72612082958,0.505270302296,1.5728828907,0.612039625645,0.507892251015,0.476550102234,0.56117618084,0.491952687502
12,1.58344912529,1.66518521309,0.488937795162,0.495648384094,1.75715923309,0.502770006657,1.6020308733,0.626341581345,0.504141151905,0.498641639948,0.571418404579,0.486110061407
13,1.61117005348,1.68823456764,0.487463146448,0.521309196949,1.7864304781,0.500146329403,1.63019835949,0.641120254993,0.501528501511,0.51990622282,0.582527399063,0.48226994276
14,1.64393401146,1.71419417858,0.486227333546,0.551868081093,1.81968939304,0.497391164303,1.66341710091,0.660096168518,0.498630642891,0.544921696186,0.595672130585,0.478384494781
15,1.66701519489,1.73209702969,0.485156774521,0.573751747608,1.84219968319,0.495415359735,1.68704891205,0.673461735249,0.496756523848,0.56097817421,0.604869127274,0.475997269154
16,1.69789659977,1.75541985035,0.483379662037,0.60297960043,1.87040090561,0.492875367403,1.71864700317,0.690864861012,0.496004700661,0.584380030632,0.62025386095,0.470656454563
17,1.72221398354,1.77371048927,0.481477886438,0.625867784023,1.89178371429,0.491418272257,1.74417114258,0.703783869743,0.495060443878,0.602317869663,0.634217977524,0.467274129391
18,1.74571418762,1.79163765907,0.479897767305,0.647976398468,1.91180729866,0.489853084087,1.76864850521,0.715565800667,0.493947207928,0.618986308575,0.649214148521,0.465197145939
19,1.77085864544,1.81106495857,0.478361338377,0.671615183353,1.93288171291,0.487657010555,1.79468560219,0.728474915028,0.492218822241,0.6381534338,0.666453421116,0.46209231019
20,1.7925349474,1.82859230042,0.477327764034,0.692130208015,1.95061588287,0.485962003469,1.81669926643,0.739938020706,0.490571051836,0.651631295681,0.679989874363,0.460454165936
21,1.81317746639,1.84570586681,0.475742787123,0.711565136909,1.96743154526,0.484796732664,1.83737778664,0.751893639565,0.488574415445,0.663704633713,0.692579746246,0.457770198584
22,1.83714985847,1.8665779829,0.47365680337,0.734149992466,1.98783481121,0.484629690647,1.86084198952,0.76715028286,0.486015766859,0.677056968212,0.707098841667,0.452287435532
23,1.85355961323,1.88149106503,0.471641004086,0.749908387661,2.00244450569,0.484857469797,1.87649595737,0.778690755367,0.484173089266,0.68507039547,0.715684175491,0.448170006275
24,1.8733959198,1.89995419979,0.467783421278,0.769274413586,2.02113437653,0.484799414873,1.89468181133,0.793501079082,0.481885284185,0.693770587444,0.726126492023,0.445069283247
25,1.89254939556,1.91811084747,0.462585747242,0.788338124752,2.03988432884,0.483664512634,1.91141486168,0.808188676834,0.479935914278,0.705111205578,0.737827062607,0.441256821156
26,1.90945160389,1.93378889561,0.456222176552,0.805480539799,2.0567522049,0.481500536203,1.92534732819,0.821566283703,0.478390544653,0.715214312077,0.74607104063,0.438511818647
27,1.92825305462,1.95077598095,0.446257084608,0.824254512787,2.07475876808,0.478331565857,1.94047486782,0.836342930794,0.475984185934,0.728984057903,0.755463659763,0.437206655741
28,1.94490778446,1.9658459425,0.435102075338,0.841488301754,2.09047365189,0.475677728653,1.95359647274,0.849757611752,0.474070429802,0.742312669754,0.763502299786,0.437276870012
29,1.96094357967,1.98030054569,0.421720117331,0.858594655991,2.10521936417,0.474076867104,1.96670687199,0.863329231739,0.472808539867,0.75788974762,0.773043215275,0.435599476099
30,1.97996735573,1.99748849869,0.405811309814,0.879206478596,2.12158560753,0.474172145128,1.98258495331,0.879928648472,0.471615940332,0.777385830879,0.784258544445,0.433896064758
31,1.99600470066,2.01241636276,0.393742918968,0.899591982365,2.13648915291,0.474302589893,1.99865984917,0.896158576012,0.470606476068,0.7957726717,0.795168995857,0.433198422194
32,2.01332139969,2.02848672867,0.385237246752,0.919115424156,2.14989590645,0.473616749048,2.0145072937,0.91197258234,0.469547271729,0.811346650124,0.805651843548,0.433715701103
33,2.03249645233,2.04738473892,0.381916224957,0.94129627943,2.16469931602,0.471914440393,2.03266954422,0.929319500923,0.468299657106,0.828731119633,0.818940937519,0.433336317539
