,drone1_x,drone1_y,drone1_z,drone2_x,drone2_y,drone2_z,drone3_x,drone3_y,drone3_z,drone4_x,drone4_y,drone4_z
0,1.38009428978,1.55052602291,0.54935503006,0.121646098793,1.56398630142,0.544923007488,1.24557602406,0.415326952934,0.541722893715,0.234021797776,0.407465934753,0.545518159866
1,1.37838315964,1.54824185371,0.55008918047,0.12140403688,1.56396913528,0.544604361057,1.24805271626,0.413894832134,0.543336033821,0.235882923007,0.405194014311,0.54517352581
2,1.37949514389,1.54922068119,0.550126612186,0.124713294208,1.56513559818,0.541477799416,1.25259590149,0.414101213217,0.541949272156,0.240277171135,0.404474854469,0.542971611023
3,1.3840405941,1.55304229259,0.54939943552,0.13038097322,1.56904315948,0.536872088909,1.25896525383,0.41770452261,0.539524197578,0.247017070651,0.407140880823,0.539637565613
4,1.39210116863,1.55989682674,0.547716200352,0.13885615766,1.57575058937,0.531315147877,1.26719474792,0.424991250038,0.536280572414,0.255989223719,0.4131501019,0.535671472549
5,1.40568196774,1.57116758823,0.545352935791,0.151863649487,1.58711123466,0.522854924202,1.27898967266,0.436746388674,0.531950831413,0.267600595951,0.42248404026,0.53164100647
6,1.42143237591,1.58435630798,0.543111622334,0.16604077816,1.60056352615,0.514065802097,1.29197692871,0.450688540936,0.527746379375,0.283678472042,0.436857134104,0.525330424309
7,1.44244432449,1.60190761089,0.540526926517,0.185238808393,1.61887216568,0.503978013992,1.30873858929,0.469066113234,0.522481262684,0.30228883028,0.454427838326,0.519839286804
8,1.46584653854,1.62181663513,0.537613928318,0.207351759076,1.64040732384,0.495267510414,1.32750868797,0.489426761866,0.517405569553,0.32251727581,0.47467854619,0.51541531086
9,1.49323296547,1.64533948898,0.533659875393,0.234837993979,1.66636908054,0.487016439438,1.35006952286,0.513082921505,0.512630164623,0.345373690128,0.499569147825,0.511593461037
10,1.5154966116,1.66450309753,0.529871046543,0.258142471313,1.68975317478,0.484277456999,1.37151038647,0.534560799599,0.50895690918,0.365939885378,0.52258336544,0.508834064007
11,1.54305112362,1.68861484528,0.524843871593,0.288421005011,1.71925377846,0.480837017298,1.39325475693,0.555988609791,0.505740940571,0.386232107878,0.545914471149,0.506390094757
