,T,Vc,X,X_dot,X_dot_sl,delta
0,0.0,0.4044713974,-1.0111784935,-97.6242979468,-9.76242979468,0
1,0.0103578567505,0.404498243332,-1.01124560833,-0.0062823602928,-87.8624963881,0
2,0.0210409164429,0.404439353943,-1.01109838486,0.013624128497,-0.00429171141382,0
3,0.0318470001221,0.40447268486,-1.01118171215,-0.00767996835721,0.0114937188116,0
4,0.0426969528198,0.40441775322,-1.01104438305,0.0129826222192,-0.00561370929957,0
5,0.0532748699188,0.404429960251,-1.01107490063,-0.00278824580129,0.0114055354172,0
6,0.0642199516296,0.404333639145,-1.01083409786,0.0220596265152,-0.000303458569641,0
7,0.0751359462738,0.404172849655,-1.01043212414,0.0391401244312,0.0237676763068,0
8,0.0854060649872,0.404173135757,-1.01043283939,-6.95507024621e-05,0.0352191569179,0
9,0.0956900119781,0.403973531723,-1.00993382931,0.0484244134931,0.0047798457171,0
10,0.105994939804,0.403702068329,-1.00925517082,0.0655769806713,0.0501396702109,0
11,0.116343975067,0.403620958328,-1.00905239582,0.0196984435798,0.0609891269622,0
12,0.126637935638,0.403482055664,-1.00870513916,0.0336747433645,0.0210960735582,0
13,0.136950016022,0.403301286697,-1.00825321674,0.0440383811161,0.0347111071396,0
14,0.147212028503,0.402953910828,-1.00738477707,0.084916656953,0.0481262086998,0
15,0.157438993454,0.402743196487,-1.00685799122,0.0508094559168,0.0815059368494,0
16,0.167806863785,0.402506685257,-1.00626671314,0.0568038663277,0.0514088969579,0
17,0.17821598053,0.402245807648,-1.00561451912,0.0603263865917,0.0571561183541,0
18,0.189027070999,0.401703166962,-1.0042579174,0.127153679412,0.0670091158737,0
19,0.199696063995,0.401405000687,-1.00351250172,0.0701906023393,0.121457371705,0
20,0.210315942764,0.401066207886,-1.00266551971,0.0802589069878,0.0711974328042,0
21,0.220869064331,0.400654172897,-1.00163543224,0.0967312213142,0.0819061384204,0
22,0.231518030167,0.399846029282,-0.999615073204,0.18990206844,0.106048306027,0
23,0.242156982422,0.399345779419,-0.998364448547,0.118307095494,0.182742571145,0
24,0.252727985382,0.398851275444,-0.99712818861,0.116136221107,0.118090008055,0
25,0.263372898102,0.398315763474,-0.995789408684,0.124966617706,0.117019260767,0
26,0.274085998535,0.397167015076,-0.992917537689,0.27203640552,0.139673596487,0
27,0.284642934799,0.396560621262,-0.991401553154,0.1424650475,0.259079269718,0
28,0.295284032822,0.395906400681,-0.989766001701,0.153186548167,0.143537197566,0
29,0.305960893631,0.394576048851,-0.986440122128,0.315455326655,0.169413426015,0
30,0.316504001617,0.393837785721,-0.984594464302,0.173937221948,0.301303516184,0
31,0.327115058899,0.393088936806,-0.982722342014,0.177183699258,0.174261869679,0
32,0.337681055069,0.392337059975,-0.980842649937,0.177547573471,0.177220086679,0
33,0.348268032074,0.390721392632,-0.976803481579,0.380588129577,0.197851629082,0
34,0.358880996704,0.389868688583,-0.974671721458,0.201756662229,0.362704982842,0
35,0.369446992874,0.388970446587,-0.972426116467,0.211310658919,0.202712061898,0
36,0.3800740242,0.387121152878,-0.967802882195,0.417447042108,0.231924297238,0
37,0.391149044037,0.386200141907,-0.965500354767,0.215858292356,0.397288167133,0
38,0.401815891266,0.385191607475,-0.962979018688,0.238015124575,0.218073975578,0
39,0.412409067154,0.384159111977,-0.960397779942,0.242143991412,0.238428011259,0
40,0.423069000244,0.382051873207,-0.955129683018,0.499209253988,0.267850517669,0
41,0.433621883392,0.380963087082,-0.952407717705,0.254747188504,0.474763047439,0
42,0.444306850433,0.37985033989,-0.949625849724,0.260568570089,0.255329326663,0
43,0.454982995987,0.378686332703,-0.946715831757,0.273445201183,0.261856233198,0
44,0.465625047684,0.376365303993,-0.940913259983,0.55692791762,0.301793472827,0
45,0.47604393959,0.375201582909,-0.938003957272,0.282511055032,0.529486231361,0
46,0.486341953278,0.373983550072,-0.934958875179,0.297431359307,0.28400308546,0
47,0.496579885483,0.372737336159,-0.931843340397,0.306159505178,0.298304173894,0
48,0.506756067276,0.3702221632,-0.925555408001,0.610540083802,0.33659756304,0
49,0.517055034637,0.368949532509,-0.922373831272,0.30823689742,0.580309765164,0
50,0.527376890182,0.367655754089,-0.919139385223,0.314237237098,0.308836931388,0
51,0.537669897079,0.366344165802,-0.915860414505,0.313294455328,0.314142958921,0
52,0.548135995865,0.363663506508,-0.90915876627,0.655291992074,0.347494209003,0
53,0.558362960815,0.36228158474,-0.905703961849,0.33261029243,0.623023822109,0
54,0.568749904633,0.360895872116,-0.90223968029,0.336169400551,0.332966203242,0
55,0.579055070877,0.359532546997,-0.898831367493,0.332329830761,0.335785443572,0
56,0.589310884476,0.356640148163,-0.891600370407,0.70183273939,0.369280121624,0
57,0.599613904953,0.355244278908,-0.888110697269,0.337586779528,0.665408143404,0
58,0.609951019287,0.353821825981,-0.884554564953,0.344922877691,0.338320389344,0
59,0.620260953903,0.352364373207,-0.880910933018,0.349673950349,0.345397984957,0
60,0.630681037903,0.349458527565,-0.873646318913,0.687220894041,0.383428644718,0
61,0.641252040863,0.348019909859,-0.870049774647,0.341004136809,0.652599218318,0
62,0.651798963547,0.346523737907,-0.866309344769,0.352574330854,0.342161156213,0
63,0.662407875061,0.345086956024,-0.86271739006,0.339693580754,0.351286255844,0
64,0.672981977463,0.342137646675,-0.855344116688,0.697106823254,0.375434905004,0
65,0.683558940887,0.340612483025,-0.851531207561,0.359164102679,0.663312551196,0
66,0.694175004959,0.3391320467,-0.847830116749,0.349557522124,0.358203444624,0
67,0.704762935638,0.337643241882,-0.844108104706,0.35149389832,0.349751159744,0
