,T,Vc,X,delta
284,3.40749692917,-0.0780066311359,0.614268362522,0.0
285,3.4174489975,-0.0781087398529,0.613466382027,0.0
286,3.42751097679,-0.0782380998135,0.612702190876,0.0
287,3.43774008751,-0.0779356300831,0.611084759235,0.0
288,3.44786500931,-0.0780459225178,0.610292851925,0.0
289,3.45798993111,-0.0781676471233,0.609519898891,0.0
290,3.46815395355,-0.0782562077045,0.608687222004,0.0
291,3.47825193405,-0.0783106386662,0.607785880566,0.0
292,3.48835396767,-0.0780196487904,0.606196701527,0.0
293,3.49842596054,-0.0780859827995,0.605324864388,0.0
294,3.50847101212,-0.0781450927258,0.604427874088,0.0
295,3.51862311363,-0.0782482087612,0.603624403477,0.0
296,3.52872014046,-0.0778444051743,0.601802706718,0.0
297,3.5388610363,-0.0779698550701,0.601047098637,0.0
298,3.54892611504,-0.0781088709831,0.600314736366,0.0
299,3.559030056,-0.0781136512756,0.59930729866,0.0
300,3.56920003891,-0.0781564354897,0.598379969597,0.0
301,3.57932901382,-0.0777473568916,0.596552610397,0.0
302,3.58942103386,-0.0778666496277,0.595778107643,0.0
303,3.59955191612,-0.0779047071934,0.59484821558,0.0
304,3.60961198807,-0.0779837012291,0.593995809555,0.0
305,3.61971592903,-0.0780373394489,0.593104064465,0.0
306,3.62970614433,-0.0775857925415,0.591188192368,0.0
307,3.63983392715,-0.0776176095009,0.5902364254,0.0
308,3.64998793602,-0.0776428163052,0.589275419712,0.0
309,3.66010212898,-0.0776860713959,0.588353633881,0.0
310,3.67018508911,-0.0776766180992,0.587324023247,0.0
311,3.68029212952,-0.0771639168262,0.58528393507,0.0
312,3.69043898582,-0.0771749913692,0.584289968014,0.0
313,3.70060014725,-0.0772040188313,0.58334082365,0.0
314,3.71067214012,-0.0771215617657,0.582164824009,0.0
315,3.72078299522,-0.076571059227,0.580040812492,0.0
316,3.73101305962,-0.0765182673931,0.578946530819,0.0
317,3.74090003967,-0.0764948606491,0.577891111374,0.0
