,T,Vc,X
0,0,-0.138436635516,0.999977707863
1,0.0131020545959,-0.138482633223,0.999668121338
2,0.0205099582672,-0.13644994373,0.998958110809
3,0.0307240486145,-0.135942181723,0.998548090458
4,0.0408968925476,-0.135585053487,0.998168051243
5,0.0511200428009,-0.135414367245,0.997829198837
6,0.0614259243011,-0.135192489739,0.997464358807
7,0.0720300674438,-0.13370126623,0.996691763401
8,0.0811960697174,-0.133394515683,0.996307194233
9,0.091411113739,-0.133118092009,0.995889008045
10,0.101581096649,-0.132817809202,0.995453774929
11,0.11182308197,-0.132662618651,0.995054781437
12,0.122164011002,-0.131000470253,0.994109213352
13,0.132569074631,-0.130693518448,0.993619084358
14,0.143528938293,-0.130225478485,0.993035376072
15,0.154407024384,-0.129883506126,0.9924877882
16,0.162003993988,-0.128932587013,0.991815030575
17,0.172190904617,-0.125954263569,0.99016803503
18,0.182327032089,-0.127223080044,0.99027633667
19,0.19259595871,-0.125459743926,0.989068984985
20,0.202820062637,-0.124667041711,0.988256156445
21,0.213308095932,-0.121368295325,0.986222088337
22,0.222723007202,-0.120417789968,0.985298871994
23,0.23525094986,-0.120657600866,0.984795212746
24,0.245316982269,-0.119750009876,0.983825802803
25,0.255692005157,-0.118105590965,0.982429206371
26,0.263116121292,-0.115786461102,0.980781197548
27,0.273327112198,-0.114984735799,0.979773342609
28,0.283574104309,-0.11415181666,0.97872620821
29,0.293812036514,-0.113190704823,0.977585375309
30,0.304147958755,-0.112370661261,0.976499915123
31,0.31472492218,-0.109780349948,0.974308609962
32,0.325827121735,-0.108994177389,0.973141431808
33,0.33397603035,-0.108023420363,0.97202539444
34,0.344077110291,-0.107245136829,0.970891475677
35,0.354336023331,-0.106600397076,0.96981793642
36,0.364557027817,-0.104076027093,0.967494666576
37,0.374790906906,-0.10339509095,0.966357409954
38,0.385220050812,-0.102317768867,0.964924454689
39,0.395751953125,-0.101681247084,0.963768422604
40,0.405889034271,-0.0999002939175,0.961829960346
41,0.415015935898,-0.0992765993963,0.960750639439
42,0.425075054169,-0.0987387206728,0.959656655788
43,0.435302019119,-0.0981423354231,0.958499372005
44,0.445599079132,-0.0976323205866,0.957389593124
45,0.455850124359,-0.0957491406661,0.955269634724
46,0.466203927994,-0.0952515438724,0.954140067101
47,0.476865053177,-0.0947593940212,0.952983558178
48,0.488358974457,-0.0944739099403,0.951911389828
49,0.497724056244,-0.0926283740265,0.949813425541
50,0.505937099457,-0.0919869751452,0.948700547218
51,0.516140937805,-0.0915661181578,0.947597563267
52,0.526365041733,-0.0913073377356,0.946611821651
53,0.536641120911,-0.0909341189312,0.945528507233
54,0.546883106232,-0.0891832336813,0.943365871906
55,0.557229995728,-0.0889246067295,0.942350685596
56,0.567806959152,-0.0886799091503,0.941323816776
57,0.579118013382,-0.0884972895992,0.940283477306
58,0.58952999115,-0.0882527239043,0.939260959625
59,0.596945047379,-0.0864385300508,0.937216162682
60,0.609438896179,-0.0864018299849,0.936181128025
61,0.61945104599,-0.0861698472484,0.935184955597
62,0.629878997803,-0.0859524062792,0.934163272381
63,0.639656066895,-0.0857253895631,0.933183193207
64,0.647448062897,-0.0841242151345,0.93123716116
65,0.65749502182,-0.0840315526402,0.930335879326
66,0.667736053467,-0.0838098177814,0.929309546947
67,0.680495023727,-0.0839275481677,0.928352534771
68,0.687877893448,-0.0824217374767,0.926490426064
69,0.698134899139,-0.0823490767828,0.925575375557
70,0.708266019821,-0.0821653653203,0.92457562685
71,0.718518018723,-0.0820982080327,0.923660755157
72,0.728871107101,-0.0820963701706,0.922790050507
73,0.739222049713,-0.0809191294953,0.92092615366
74,0.749814033508,-0.0808372203093,0.919961333275
75,0.761080980301,-0.0808811390263,0.919043719769
76,0.771709918976,-0.0798069732809,0.917226731777
77,0.781656980515,-0.0797337276836,0.916315853596
78,0.789012908936,-0.0793234481563,0.915336430073
79,0.799222946167,-0.0793371715771,0.914473712444
80,0.809298038483,-0.0792358881121,0.913522183895
81,0.819545030594,-0.0792216901507,0.912628889084
82,0.830101966858,-0.0780907404339,0.910743296146
83,0.839582920074,-0.0779508628951,0.909802436829
84,0.849688053131,-0.0779276506461,0.908906877041
85,0.859966039658,-0.0779373673323,0.908023357391
86,0.87020111084,-0.0779651145717,0.90715777874
87,0.880486011505,-0.0767552974518,0.905207037926
88,0.890897989273,-0.0767626846869,0.904303729534
89,0.901478052139,-0.0768424870741,0.903447687626
90,0.913275003433,-0.0759462408815,0.901626825333
91,0.923491954803,-0.0758801386579,0.900670468807
92,0.932986974716,-0.0757657279344,0.899733662605
93,0.94301700592,-0.0757190470522,0.898808002472
94,0.953172922134,-0.07582320663,0.898003160954
95,0.963710069656,-0.0758653068237,0.897108674049
96,0.971055030823,-0.0745307105395,0.895275354385
97,0.981039047241,-0.0744965418256,0.894358575344
98,0.991297960281,-0.074625112302,0.893560886383
99,1.00149798393,-0.074700357778,0.892720043659
100,1.01177191734,-0.0748399363894,0.891928970814
101,1.02210497856,-0.0739188190839,0.89018446207
102,1.03253006935,-0.0740600633672,0.889378607273
103,1.04338002205,-0.0742629270809,0.888589024544
104,1.05427694321,-0.0744891514715,0.887815356255
105,1.06468391418,-0.0738610316115,0.886317908764
106,1.07197499275,-0.0736138160801,0.885440528393
107,1.08217906952,-0.0736896875691,0.884590804577
108,1.09237194061,-0.0738886028906,0.88385206461
109,1.10259699821,-0.0740790404961,0.883102118969
110,1.11305594444,-0.0734416391022,0.881582915783
111,1.12313008308,-0.0735772743844,0.880795061588
112,1.13370299339,-0.0736819048518,0.879933297634
113,1.14494895935,-0.0739085248457,0.879120230675
114,1.15557408333,-0.0733086232445,0.877613067627
115,1.16324710846,-0.0732026225551,0.876820325851
