,T,Vc,X
0,0.0,-0.099988257885,0.99997651577
1,0.010057926178,-0.100313860178,0.999621927738
2,0.0201668739319,-0.10046787858,0.998919069767
3,0.0303180217743,-0.100771141052,0.998510479927
4,0.0403928756714,-0.101081645489,0.99812400341
5,0.0504770278931,-0.101383376122,0.997719049454
6,0.060683965683,-0.10151013732,0.996951878071
7,0.0707099437714,-0.101816797256,0.996562600136
8,0.0808398723602,-0.102134943008,0.996185898781
9,0.0909650325775,-0.102459973097,0.995823442936
10,0.10104393959,-0.102792853117,0.995481312275
11,0.111248016357,-0.103130233288,0.99513566494
12,0.121412992477,-0.103254449368,0.994367599487
13,0.131443977356,-0.103528547287,0.993912696838
14,0.141545057297,-0.103800278902,0.993446052074
15,0.151762008667,-0.104062783718,0.99294936657
16,0.16178894043,-0.104031294584,0.991883695126
17,0.17188000679,-0.104258418083,0.991328835487
18,0.182039022446,-0.104491114616,0.990778326988
19,0.192141056061,-0.104711812735,0.990209519863
20,0.202219009399,-0.104584079981,0.988946259022
21,0.212373971939,-0.104754018784,0.988270640373
22,0.222439050674,-0.104865640402,0.987487375736
23,0.232492923737,-0.104994940758,0.986740589142
24,0.242635965347,-0.105122321844,0.985981047153
25,0.252935886383,-0.105228608847,0.985163629055
26,0.262925863266,-0.104913640022,0.983534693718
27,0.273037910461,-0.104934448004,0.982565104961
28,0.28328204155,-0.104968982935,0.981609761715
29,0.293256998062,-0.104995453358,0.980665206909
30,0.303350925446,-0.104543286562,0.978751480579
31,0.31353187561,-0.10452080965,0.97768843174
32,0.323601961136,-0.104499793053,0.976639389992
33,0.333665847778,-0.104458111525,0.975549638271
34,0.343886852264,-0.104437488317,0.974486291409
35,0.353936910629,-0.103774034977,0.972154378891
36,0.363985061646,-0.103872859478,0.971347212791
37,0.374173879623,-0.10378741622,0.970157444477
38,0.38427901268,-0.103665959835,0.968904018402
39,0.394353866577,-0.103389954567,0.967344522476
40,0.40423989296,-0.102814352512,0.965204715729
41,0.414411067963,-0.102676200867,0.963911294937
42,0.42450094223,-0.102552342415,0.962654590607
43,0.434681892395,-0.102236491442,0.961004793644
44,0.444802045822,-0.101579910517,0.958679616451
45,0.45493388176,-0.101285892725,0.957078397274
46,0.465064048767,-0.10109025836,0.955674111843
47,0.475302934647,-0.100915408134,0.954300522804
48,0.485434055328,-0.100926470757,0.95330953598
49,0.495446920395,-0.0998959004879,0.950247108936
50,0.50564789772,-0.099899995327,0.949235200882
51,0.51568198204,-0.0997352600098,0.947902321815
52,0.5257999897,-0.0993656277657,0.946151256561
53,0.536290884018,-0.0986871421337,0.943745195866
54,0.546268939972,-0.0984941244125,0.942361354828
55,0.556375980377,-0.0981302917004,0.940622985363
56,0.566587924957,-0.0981614887714,0.939664185047
57,0.576626062393,-0.0977913200855,0.937920033932
58,0.586726903915,-0.0969650924206,0.93525749445
59,0.596875905991,-0.096981459856,0.934275329113
60,0.606976032257,-0.0966387093067,0.932579815388
61,0.617019891739,-0.0964768767357,0.931251764297
62,0.627106904984,-0.0965194106102,0.930328130722
63,0.637287855148,-0.0955414414406,0.927354097366
64,0.647353887558,-0.0954293549061,0.926123321056
65,0.657460927963,-0.0954857051373,0.925225317478
66,0.667744874954,-0.0953705668449,0.923966646194
67,0.677962064743,-0.0946736574173,0.92155110836
