,T,Vc,X,X_dot,X_dot_sl,delta
0,0.0,[ 0.74543345],0.529399991035,1.66058797731,0.166058797731,[-0.35719344]
1,0.0103459358215,[ 0.74509265],0.529505908489,-0.0339098233733,1.49113819724,[-0.35689502]
2,0.0226058959961,[ 0.74399909],0.529845774174,-0.0645753306669,-0.0369763741026,[-0.3559374]
3,0.034646987915,[ 0.74374152],0.529925823212,-0.0355758138939,-0.0616753789896,[-0.35571185]
4,0.046737909317,[ 0.74266479],0.530260443687,-0.060335559774,-0.0380517884819,[-0.35476897]
5,0.0594308376312,[ 0.74183469],0.53051841259,-0.0320937031447,-0.0575113741111,[-0.35404206]
6,0.0715157985687,[ 0.73961709],0.531207561493,-0.0627169891861,-0.0351560317489,[-0.35210011]
7,0.0840828418732,[ 0.73849562],0.531556069851,-0.0423016710736,-0.0606754573749,[-0.35111805]
8,0.0945649147034,[ 0.73725218],0.531942486763,-0.0500494958638,-0.0430764535526,[-0.35002917]
9,0.105199813843,[ 0.73362617],0.533069372177,-0.0923829504204,-0.0542828413194,[-0.34685392]
10,0.116003990173,[ 0.73107717],0.533861637115,-0.052975461213,-0.0884422014996,[-0.34462182]
11,0.126694917679,[ 0.72799134],0.534820914268,-0.0523936904386,-0.0529172841355,[-0.34191971]
12,0.137652873993,[ 0.7248041],0.535811960697,-0.0468171338497,-0.0518360347797,[-0.33912888]
13,0.149096012115,[ 0.71697924],0.538246512413,-0.104719189376,-0.0526073394023,[-0.33227784]
14,0.16103386879,[ 0.71322521],0.539415478706,-0.0276880606474,-0.0970160765032,[-0.3289914]
15,0.173259973526,[ 0.70181395],0.542974114418,-0.146008508253,-0.039520105408,[-0.31900359]
16,0.185309886932,[ 0.69605465],0.544773936272,-0.0636912398335,-0.137776781411,[-0.31396422]
17,0.197621822357,[ 0.68298076],0.548871695995,-0.143302690052,-0.0716523848554,[-0.30252944]
18,0.209682941437,[ 0.6763907],0.550944805145,-0.0515771811353,-0.134130139161,[-0.29676862]
19,0.221716880798,[ 0.66126207],0.555727541447,-0.157817706579,-0.0622012336797,[-0.28355309]
20,0.234103918076,[ 0.6523311],0.558568954468,-0.135223273986,-0.15555826332,[-0.27575868]
21,0.24457192421,[ 0.64363108],0.561351776123,-0.0983007946631,-0.131531026054,[-0.26817179]
22,0.255138874054,[ 0.63503612],0.564117074013,-0.108120927919,-0.0992828079887,[-0.26068295]
23,0.26581788063,[ 0.61710583],0.569944798946,-0.172843715984,-0.114593206726,[-0.24508375]
24,0.276440858841,[ 0.60753785],0.573091685772,-0.119119718602,-0.167471316246,[-0.23677452]
25,0.287199020386,[ 0.59711607],0.57655274868,-0.142892358299,-0.121496982572,[-0.22773717]
26,0.298385858536,[ 0.57765396],0.583121955395,-0.178187456976,-0.146421868167,[-0.21090274]
27,0.309901952744,[ 0.56775174],0.586524248123,-0.111495216626,-0.171518232941,[-0.20236143]
28,0.321826934814,[ 0.54590555],0.594197452068,-0.231101193354,-0.123455814299,[-0.18358453]
29,0.33415389061,[ 0.5354349],0.597967743874,-0.127477311897,-0.220738805209,[-0.174622]
30,0.344632863998,[ 0.5252458],0.601702094078,-0.121551074348,-0.126884688142,[-0.16592664]
31,0.35524892807,[ 0.50509396],0.609303414822,-0.208550773406,-0.130251044254,[-0.14881533]
32,0.366053819656,[ 0.49408603],0.613593280315,-0.145903339375,-0.202286030003,[-0.13952334]
33,0.376740932465,[ 0.48434143],0.617483258247,-0.0949758817201,-0.14081059361,[-0.13133474]
34,0.38765501976,[ 0.46341445],0.626174986362,-0.233472297694,-0.108825523317,[-0.11388445]
35,0.40004992485,[ 0.45357642],0.630444645882,-0.111562238055,-0.22128129173,[-0.10575428]
36,0.410573959351,[ 0.44075306],0.636216700077,0.0775334493415,-0.0926526693156,[-0.09523974]
37,0.421200990677,[ 0.43451268],0.639120340347,-0.289273729189,0.0408527314885,[-0.09016082]
