,T,Vcx,X,X_des,Xdot,Xdot_dl
0,3.09944152832e-06,1.25858293928,-0.00486079975963,3.89487309423e-06,-0.486079975963,-0.0486079975963
1,0.0100960731506,1.26356386831,-0.00488309375942,0.0126867593409,-0.00222939997911,-0.437694918364
2,0.0202481746674,1.2683434204,-0.0048409588635,0.0254418612105,0.00421348959208,-0.001585111022
3,0.030335187912,1.27292510784,-0.00489136669785,0.0381110895859,-0.00504078343511,0.00328806228936
4,0.0404281616211,1.27727482724,-0.00486609013751,0.0507816750699,0.00252765603364,-0.00428393948823
5,0.0505321025848,1.28141600741,-0.00482133682817,0.0634578458237,0.00447533093393,0.00272242352366
6,0.0606529712677,1.28534724873,-0.00475128367543,0.076144996714,0.007005315274,0.00472832936794
7,0.0707659721375,1.28901185391,-0.00454072933644,0.088809983091,0.0210554338992,0.00841032713652
8,0.0808680057526,1.29247421072,-0.00435357913375,0.10144691586,0.0187150202692,0.0208213925362
9,0.0909690856934,1.29562457043,-0.00390720274299,0.114066309813,0.0446376390755,0.0213072821498
10,0.101027011871,1.29834001539,-0.00292700459249,0.126613533393,0.0980198150501,0.049975856673
11,0.111191034317,1.30107536948,-0.00244090473279,0.139272557299,0.04860998597,0.0930788321421
12,0.121251106262,1.30306194602,-0.000679887016304,0.151779747742,0.176101771649,0.0613591645379
13,0.131388187408,1.30571764554,-0.00106668483932,0.164358138933,-0.0386797823012,0.154623616254
14,0.141499042511,1.30725964007,0.000787132128607,0.176877422746,0.185381696792,-0.0162736343918
15,0.151590108871,1.30891785131,0.00181307201274,0.189343735501,0.102593988413,0.177102925954
16,0.161692142487,1.30987905147,0.00405982229859,0.201793100003,0.224675028585,0.11480209243
17,0.171807050705,1.3115114172,0.00410520052537,0.214225748587,0.00453782267869,0.202661307994
18,0.181918144226,1.31241965785,0.00542924785987,0.226619117574,0.132404733449,0.0173245137557
19,0.191996097565,1.31238657328,0.00856686476618,0.238935462515,0.313761690632,0.150540429167
20,0.202100038528,1.31271355211,0.0102825723588,0.251245095869,0.171570759267,0.299542597495
21,0.212205171585,1.31272112476,0.0122662819922,0.263515670754,0.198370963335,0.174250779673
22,0.222320079803,1.31244863437,0.0144201489165,0.27575556149,0.215386692435,0.200072536245
23,0.232388973236,1.31192488174,0.0166666675359,0.287895525508,0.224651861936,0.216313209385
24,0.242459058762,1.31004369998,0.0217790268362,0.299990827961,0.511235930026,0.253310268745
25,0.252582073212,1.30887399812,0.0245827287436,0.312101282812,0.28037019074,0.488149356097
26,0.262691020966,1.30738254235,0.0276586096734,0.324144511001,0.307588092983,0.283091980964
27,0.272787094116,1.30500762145,0.0324131026864,0.336120194262,0.475449301302,0.324374213815
28,0.282966136932,1.30204842154,0.038081664592,0.348139517757,0.566856190562,0.484589990228
29,0.29311299324,1.29963326742,0.0418593101203,0.360064146204,0.377764552832,0.547947026789
30,0.303193092346,1.29643398957,0.047082349658,0.371852361407,0.522303953767,0.392218492925
31,0.313251972198,1.29390904559,0.0500994697213,0.383556287009,0.30171200633,0.500244759023
32,0.32337808609,1.29013529493,0.0556864626706,0.395276538904,0.558699294925,0.32741073519
33,0.333474159241,1.28506351614,0.0640010386705,0.406898304155,0.831457599998,0.585975125432
34,0.343569993973,1.28109038733,0.0690416991711,0.418454302804,0.504066050053,0.798718445003
35,0.353696107864,1.27635149523,0.0754531249404,0.429977303371,0.641142576933,0.517773702741
36,0.363798141479,1.27178346097,0.0809233337641,0.441403529665,0.547020882368,0.631730407476
37,0.373913049698,1.26739703856,0.0854055136442,0.452773048992,0.448217988014,0.537140592933
38,0.383996963501,1.25913493325,0.0990734770894,0.464034916551,1.36679634452,0.540075823665
39,0.394104003906,1.25426809884,0.103714078665,0.475247842927,0.464060157537,1.27652272582
40,0.404226064682,1.24849568655,0.110083729029,0.486400598954,0.636965036392,0.481350645423
41,0.41433596611,1.24186348797,0.118090674281,0.497461405183,0.800694525242,0.653337985277
42,0.424410104752,1.23598845042,0.123717643321,0.508403221457,0.562696903944,0.776894763112
43,0.434467077255,1.22583292424,0.139547556639,0.519245124642,1.58299133182,0.664726346731
44,0.44463801384,1.21927383322,0.145757585764,0.530125533265,0.621002912521,1.48679248989
45,0.454794168472,1.21128683425,0.155031576753,0.540903719065,0.927399098873,0.651642531157
46,0.464930057526,1.20428737379,0.161341115832,0.551572559421,0.630953907967,0.897754579782
47,0.47504401207,1.19308374705,0.177672341466,0.562129120501,1.63312256336,0.731170773506
48,0.485141038895,1.18488769019,0.185994967818,0.572577440571,0.832262635231,1.55303657055
49,0.495257139206,1.17583245122,0.195934295654,0.582953055642,0.993932783604,0.848429650068
50,0.505370140076,1.16752755602,0.203495189548,0.593231330272,0.756089389324,0.970148444176
51,0.515444040298,1.15845773137,0.212518110871,0.603374615101,0.902292132378,0.77070966363
52,0.525568008423,1.14497677722,0.231999114156,0.613470894661,1.94810032845,1.00687295198
53,0.535690069199,1.13580772199,0.240202352405,0.623466009366,0.820323824883,1.83532267809
54,0.545813083649,1.12589459214,0.249766051769,0.633361180894,0.956369936466,0.833928436041
55,0.55593919754,1.11576926842,0.259359449148,0.643156844032,0.959339737892,0.956666916609
56,0.566011190414,1.10541507698,0.2691193223,0.652796848785,0.975987315178,0.961004495621
57,0.576088190079,1.09079251045,0.289055943489,0.662336993565,1.99366211891,1.07775479555
58,0.586206197739,1.07986032494,0.299212396145,0.67180910281,1.01564526558,1.89586043358
59,0.596319198608,1.06869865086,0.30946663022,0.681168000742,1.02542340755,1.01662307978
60,0.60644197464,1.05733559391,0.319725096226,0.690425775892,1.02584660053,1.02546572685
61,0.616720199585,1.04140666836,0.34062898159,0.699711402543,2.09038853645,1.13230079412
62,0.626792192459,1.02894132211,0.352777034044,0.708697486838,1.2148052454,2.00283020735
63,0.636927127838,1.0174034484,0.362014591694,0.717625129397,0.923755764961,1.18570029736
64,0.647036075592,1.00517486512,0.372559726238,0.726413928439,1.05451345444,0.936831533909
65,0.657129049301,0.9926897989,0.383313179016,0.735071895739,1.07534527779,1.05659663677
66,0.667204141617,0.97567973729,0.404955714941,0.743596594072,2.16425359249,1.18423610926
67,0.6773250103,0.962744079734,0.415858358145,0.752040016281,1.09026432037,2.05685466528
68,0.687458992004,0.949667338392,0.426628470421,0.760372497125,1.07701122761,1.0889390111
69,0.697561979294,0.936379545597,0.437541127205,0.768556749247,1.09126567841,1.07843667269
70,0.707637071609,0.922893873763,0.448564082384,0.776595041263,1.10229551792,1.09236866236
71,0.71771812439,0.904897755602,0.470407605171,0.784513496011,2.18435227871,1.210501194
72,0.727832078934,0.891032575199,0.481407552958,0.792331275892,1.09999477863,2.0759165287
73,0.737941026688,0.877001133595,0.492397606373,0.800017294841,1.09900534153,1.09989583492
74,0.748048067093,0.862869742605,0.503208935261,0.807572800529,1.08113288879,1.09721809626
75,0.758102178574,0.844181350384,0.52511537075,0.814959493115,2.19064354897,1.19208395481
76,0.768193006516,0.82972016239,0.535940170288,0.822242358124,1.08247995377,2.07982718945
77,0.778340101242,0.81504075277,0.546746075153,0.829432511658,1.08059048653,1.08229100704
78,0.788485050201,0.800179893102,0.557591021061,0.836486329071,1.08449459076,1.08098089695
79,0.798581123352,0.785190040173,0.568472445011,0.843371197761,1.08814239502,1.08485937119
80,0.808693170547,0.76584952026,0.589780032635,0.85013088748,2.13075876236,1.19240403175
81,0.818819999695,0.75059526648,0.600427150726,0.85676288625,1.06471180916,2.02415406704
82,0.828930139542,0.735236561128,0.610980570316,0.863245552355,1.055341959,1.06377482414
83,0.839056968689,0.719746091655,0.621421158314,0.869599238192,1.04405879974,1.05421364307
84,0.849132061005,0.704163461096,0.63184762001,0.875780717751,1.04264616966,1.04391753674
85,0.859210014343,0.684321243182,0.652531325817,0.88182351208,2.06837058067,1.14521861076
86,0.869326114655,0.668439969683,0.662822008133,0.887746944718,1.02906823158,1.96444034576
87,0.879450082779,0.652496329241,0.672868132591,0.893531357161,1.00461244583,1.02662265301
88,0.889557123184,0.636434537127,0.682887494564,0.899161841885,1.00193619728,1.00434482098
89,0.899646043777,0.620268049639,0.692856788635,0.904637578676,0.99692940712,1.00143551826
90,0.909763097763,0.600067933003,0.712463140488,0.909982570693,1.96063518524,1.09329998493
91,0.919934034348,0.583622280347,0.722158312798,0.915207770594,0.969517230988,1.86152338982
92,0.930087089539,0.567129169525,0.731671988964,0.920274673766,0.951367616653,0.967702269554
93,0.940180063248,0.550531716609,0.741287410259,0.925163117344,0.961542129517,0.95238506794
94,0.950275182724,0.530227198992,0.759822964668,0.929903729535,1.8535554409,1.05074346066
95,0.960394144058,0.513503317373,0.768994033337,0.934505357234,0.917106866837,1.7599105835
96,0.970514059067,0.496661992114,0.778123676777,0.938956296164,0.912964344025,0.916692614555
97,0.980626106262,0.479797881801,0.787009656429,0.943252102528,0.88859796524,0.910527706146
98,0.990705966949,0.462891666673,0.795787572861,0.947382655535,0.877791643143,0.887517333031
99,1.00078415871,-0.173860355119,0.813062787056,0.951360560739,1.72752141953,0.962764620781
100,1.01088500023,-0.194173950807,0.821574270725,0.955194301279,0.851148366928,1.63988411427
101,1.02101206779,-0.214431433073,0.829831421375,0.958883501764,0.825715065002,0.848605036736
102,1.03113007545,-0.234734238864,0.838112354279,0.962414319007,0.828093290329,0.825952887535
103,1.04119205475,-0.254866544629,0.846169888973,0.965771290961,0.805753469467,0.825859308243
