,T,Vcx,X,X_des,Xdot,Xdot_dl
0,1.90734863281e-06,1.25482124284,0.00454194331542,2.39684498107e-06,0.454194331542,0.0454194331542
1,0.0101039409637,1.25981339502,0.00450258143246,0.0126966455301,-0.00393618829548,0.408381279558
2,0.0202260017395,1.26466165849,0.0043378174305,0.0254140068969,-0.0164764001966,-0.00519020948559
3,0.0303308963776,1.26926758351,0.00424770079553,0.038105700602,-0.00901166349649,-0.0157299265265
4,0.0406460762024,1.27337182815,0.00512108718976,0.0510551593879,0.0873386394233,0.00062336679548
5,0.050724029541,1.27782679412,0.00434421794489,0.0636985404034,-0.0776869244874,0.0708360830322
6,0.0607988834381,1.28177388319,0.00432104011998,0.076327821739,-0.00231778249145,-0.0701500102878
7,0.0709400177002,1.28546008862,0.00449543306604,0.0890278288477,0.0174392946064,-0.000342074781656
8,0.0810480117798,1.28891391173,0.00470002926886,0.10167194852,0.0204596202821,0.017741327174
9,0.0913989543915,1.29200561092,0.00548281054944,0.114602956344,0.0782781280577,0.0262414710596
10,0.101500988007,1.2945760017,0.00683635985479,0.127204333433,0.135354930535,0.0839858083054
11,0.111598014832,1.29725769291,0.00738553563133,0.13977898154,0.0549175776541,0.127311195247
12,0.121696949005,1.30005522247,0.00712303211913,0.152333495395,-0.0262503512204,0.0468007847667
13,0.131808042526,1.30227390717,0.00779021019116,0.164878546485,0.0667178072035,-0.016953535378
14,0.141910076141,1.30387747047,0.00946347787976,0.177385775192,0.16732676886,0.0767787033692
15,0.151992082596,1.30554956659,0.0104288887233,0.189839708947,0.0965410843492,0.160248200409
16,0.162117004395,1.30697508179,0.0115037281066,0.202315985196,0.107483938336,0.0976353697479
17,0.172230005264,1.3081320215,0.0127146821469,0.21474487946,0.121095404029,0.108845084906
18,0.182346105576,1.30843036751,0.0155429206789,0.227142885379,0.282823853195,0.137268248945
19,0.192466974258,1.30899455694,0.0171767435968,0.239510002821,0.163382291794,0.270879697055
20,0.202579975128,1.30924508327,0.0190608687699,0.251828810725,0.188412517309,0.165885314345
21,0.212698936462,1.30925123667,0.0210252478719,0.264114172325,0.196437910199,0.189215056598
22,0.222821950912,1.30895086255,0.0232237838209,0.276361723984,0.219853594899,0.198779478669
23,0.232913970947,1.30736234722,0.0281073916703,0.288527262558,0.488360784948,0.246704313904
24,0.242990970612,1.30639881706,0.0308981798589,0.300628395004,0.279078818858,0.467432588339
25,0.253099918365,1.30514703917,0.0338796153665,0.312719454707,0.298143550754,0.280985292047
26,0.263195991516,1.30361907376,0.0370207242668,0.324744748721,0.314110890031,0.299740284681
27,0.273334026337,1.30181311957,0.040320135653,0.336767422662,0.329941138625,0.31569391489
28,0.283416032791,1.29820665776,0.0475971996784,0.348669450786,0.72770640254,0.369717665017
29,0.293525934219,1.29526960849,0.0526651404798,0.360548209612,0.506794080138,0.7056151703
30,0.303648948669,1.29254533286,0.0566660165787,0.372384068612,0.400087609887,0.496123433113
31,0.313755989075,1.289478653,0.0609965249896,0.384141134888,0.433050841093,0.403383933008
32,0.32387304306,1.28470031784,0.0690722241998,0.395847790875,0.807569921017,0.470502749085
33,0.333992958069,1.28031214282,0.0756409242749,0.407493749207,0.656870007515,0.792499929667
34,0.344098091125,1.27696098737,0.0790947973728,0.419056941281,0.34538730979,0.625721737742
35,0.354216098785,1.27212256256,0.0857320353389,0.43056716298,0.663723796606,0.377220958471
36,0.364322900772,1.26802382404,0.0899989902973,0.441995147706,0.426695495844,0.64002096653
37,0.374413013458,1.26024891778,0.102941684425,0.453333144002,1.29426941276,0.513452887535
38,0.384537935257,1.25494725004,0.109153091908,0.464636992185,0.621140748262,1.22695654631
39,0.394629955292,1.2498631501,0.114320471883,0.475829259649,0.516737997532,0.610700473189
40,0.404764890671,1.24346019221,0.12222866714,0.486992101606,0.790819525719,0.544146150351
41,0.41487288475,1.23715811611,0.129384219646,0.498046595075,0.715555250645,0.783293098211
42,0.424952983856,1.22797742762,0.143242299557,0.508990560305,1.38580799103,0.782580524683
43,0.435036897659,1.22121781879,0.150528386235,0.519856952315,0.72860866785,1.32008805871
44,0.445120096207,1.21460548807,0.156932607293,0.530639107568,0.640422105789,0.719790011644
45,0.455256938934,1.20719131622,0.164770752192,0.541392747251,0.783814489841,0.654761344194
46,0.465610027313,1.19620745679,0.180771842599,0.552285098768,1.60010904074,0.865443944931
47,0.475693941116,1.18822568798,0.189049586654,0.562804404876,0.827774405479,1.52287557721
